date,Temp [C],precipitation [mm],rain [mm],snowfall [cm],cloud [%],cloud_l [%],cloud_m [%],cloud_h [%],wind [km/h],GHI [W/m²],DR [W/m²],DNI [W/m²],is_day,sunshine_duration
01-04-2018 00:00,5.5,0.5,0.5,0.0,92.40001,19.0,76.0,99.0,11.043261,0.0,0.0,0.0,0.0,0.0
01-04-2018 01:00,5.25,0.3,0.3,0.0,100.0,26.0,99.0,100.0,10.594036,0.0,0.0,0.0,0.0,0.0
01-04-2018 02:00,5.1,0.4,0.4,0.0,100.0,14.0,100.0,100.0,10.703569,0.0,0.0,0.0,0.0,0.0
01-04-2018 03:00,4.8,0.6,0.6,0.0,91.8,2.0,100.0,100.0,14.480773,0.0,0.0,0.0,0.0,0.0
01-04-2018 04:00,4.6,0.5,0.5,0.0,100.0,13.0,100.0,100.0,15.778516,0.0,0.0,0.0,0.0,0.0
01-04-2018 05:00,4.35,0.4,0.4,0.0,100.0,100.0,100.0,100.0,18.03237,0.0,0.0,0.0,0.0,0.0
01-04-2018 06:00,4.05,0.4,0.4,0.0,100.0,100.0,96.0,99.0,19.829433,4.0,4.0,0.0,1.0,0.0
01-04-2018 07:00,3.6,0.3,0.3,0.0,100.0,100.0,87.0,99.0,18.35647,29.0,29.0,0.0,1.0,0.0
01-04-2018 08:00,3.35,0.2,0.2,0.0,100.0,100.0,82.0,96.0,16.09969,69.0,69.0,0.0,1.0,0.0
01-04-2018 09:00,3.1,0.1,0.1,0.0,100.0,100.0,93.0,85.0,14.587776,111.0,111.0,0.0,1.0,0.0
01-04-2018 10:00,3.55,0.0,0.0,0.0,100.0,98.0,67.0,41.0,11.792404,207.0,186.0,37.483883,1.0,0.0
01-04-2018 11:00,4.2,0.0,0.0,0.0,80.4,89.0,0.0,1.0,8.089993,314.0,234.0,127.13012,1.0,2013.9036
01-04-2018 12:00,4.4,0.0,0.0,0.0,90.0,100.0,0.0,0.0,14.654254,452.0,286.0,251.59726,1.0,3600.0
01-04-2018 13:00,4.25,0.0,0.0,0.0,89.1,97.0,3.0,0.0,13.896187,292.0,256.0,55.410034,1.0,0.0
01-04-2018 14:00,4.45,0.0,0.0,0.0,84.6,92.0,3.0,0.0,12.964998,294.0,237.0,95.04222,1.0,1051.2666
01-04-2018 15:00,4.6,0.0,0.0,0.0,83.399994,92.0,1.0,0.0,12.605142,150.0,144.0,11.688996,1.0,0.0
01-04-2018 16:00,4.6,0.0,0.0,0.0,90.0,100.0,0.0,0.0,11.792404,112.0,106.0,15.139273,1.0,0.0
01-04-2018 17:00,4.35,0.1,0.1,0.0,100.0,100.0,4.0,65.0,10.636766,67.0,61.0,23.366596,1.0,0.0
01-04-2018 18:00,4.25,0.0,0.0,0.0,100.0,100.0,5.0,27.0,8.707237,17.0,17.0,0.0,1.0,0.0
01-04-2018 19:00,4.25,0.0,0.0,0.0,100.0,94.0,2.0,94.0,6.6087217,0.0,0.0,0.0,0.0,0.0
01-04-2018 20:00,4.2,0.0,0.0,0.0,100.0,96.0,13.0,99.0,2.7416782,0.0,0.0,0.0,0.0,0.0
01-04-2018 21:00,4.15,0.0,0.0,0.0,100.0,86.0,1.0,100.0,2.7416782,0.0,0.0,0.0,0.0,0.0
01-04-2018 22:00,4.15,0.0,0.0,0.0,100.0,84.0,32.0,100.0,3.6,0.0,0.0,0.0,0.0,0.0
01-04-2018 23:00,4.15,0.0,0.0,0.0,100.0,71.0,83.0,100.0,4.2136917,0.0,0.0,0.0,0.0,0.0
02-04-2018 00:00,4.5,0.0,0.0,0.0,100.0,89.0,57.0,100.0,6.9153743,0.0,0.0,0.0,0.0,0.0
02-04-2018 01:00,4.35,0.0,0.0,0.0,100.0,22.0,92.0,100.0,8.287822,0.0,0.0,0.0,0.0,0.0
02-04-2018 02:00,4.2,0.0,0.0,0.0,94.5,5.0,100.0,100.0,10.630672,0.0,0.0,0.0,0.0,0.0
02-04-2018 03:00,4.05,0.0,0.0,0.0,100.0,19.0,99.0,98.0,13.207634,0.0,0.0,0.0,0.0,0.0
02-04-2018 04:00,4.0,0.0,0.0,0.0,100.0,21.0,99.0,100.0,13.527572,0.0,0.0,0.0,0.0,0.0
02-04-2018 05:00,4.25,0.1,0.1,0.0,95.4,6.0,100.0,100.0,16.418526,0.0,0.0,0.0,0.0,0.0
02-04-2018 06:00,4.4,0.1,0.1,0.0,100.0,29.0,100.0,68.0,19.35314,8.0,8.0,0.0,1.0,0.0
02-04-2018 07:00,4.5,0.1,0.1,0.0,100.0,92.0,100.0,100.0,21.028437,56.0,56.0,0.0,1.0,0.0
02-04-2018 08:00,4.65,0.4,0.4,0.0,100.0,95.0,100.0,93.0,22.104116,65.0,65.0,0.0,1.0,0.0
02-04-2018 09:00,4.75,1.1,1.1,0.0,100.0,100.0,100.0,100.0,25.582806,67.0,67.0,0.0,1.0,0.0
02-04-2018 10:00,5.05,0.6,0.6,0.0,100.0,100.0,100.0,99.0,26.729847,68.0,68.0,0.0,1.0,0.0
02-04-2018 11:00,5.35,0.3,0.3,0.0,100.0,100.0,100.0,95.0,27.248455,143.0,141.0,3.1515846,1.0,0.0
02-04-2018 12:00,5.95,0.3,0.3,0.0,100.0,98.0,100.0,90.0,29.6383,156.0,153.0,4.5120406,1.0,0.0
02-04-2018 13:00,6.2,0.7,0.7,0.0,100.0,100.0,100.0,99.0,29.024128,106.0,105.0,1.5276439,1.0,0.0
02-04-2018 14:00,6.65,0.7,0.7,0.0,100.0,100.0,100.0,97.0,30.472675,125.0,124.0,1.6543539,1.0,0.0
02-04-2018 15:00,7.0,0.3,0.3,0.0,100.0,100.0,100.0,87.0,28.954834,68.0,68.0,0.0,1.0,0.0
02-04-2018 16:00,7.6,0.0,0.0,0.0,51.300003,0.0,36.0,99.0,29.055367,82.0,76.0,14.967856,1.0,0.0
02-04-2018 17:00,8.15,0.0,0.0,0.0,99.00001,14.0,96.0,96.0,28.04305,140.0,105.0,133.94379,1.0,2218.3137
02-04-2018 18:00,8.45,0.1,0.1,0.0,100.0,46.0,96.0,100.0,25.744402,24.0,22.0,15.416463,1.0,0.0
02-04-2018 19:00,8.25,0.2,0.2,0.0,100.0,82.0,100.0,99.0,21.542923,1.0,1.0,0.0,0.0,0.0
02-04-2018 20:00,7.95,1.9,1.9,0.0,100.0,100.0,100.0,99.0,16.954432,0.0,0.0,0.0,0.0,0.0
02-04-2018 21:00,8.55,1.0,1.0,0.0,100.0,100.0,100.0,100.0,26.758923,0.0,0.0,0.0,0.0,0.0
02-04-2018 22:00,8.15,1.0,1.0,0.0,100.0,100.0,100.0,100.0,27.047956,0.0,0.0,0.0,0.0,0.0
02-04-2018 23:00,7.8,1.2,1.2,0.0,100.0,100.0,100.0,100.0,25.759504,0.0,0.0,0.0,0.0,0.0
03-04-2018 00:00,7.8,1.4,1.4,0.0,100.0,98.0,100.0,100.0,27.852928,0.0,0.0,0.0,0.0,0.0
03-04-2018 01:00,7.95,0.8,0.8,0.0,75.3,3.0,72.0,98.0,32.730316,0.0,0.0,0.0,0.0,0.0
03-04-2018 02:00,7.95,1.1,1.1,0.0,96.90001,21.0,83.0,94.0,33.912685,0.0,0.0,0.0,0.0,0.0
03-04-2018 03:00,8.0,0.1,0.1,0.0,37.8,30.0,6.0,24.0,32.83705,0.0,0.0,0.0,0.0,0.0
03-04-2018 04:00,7.85,0.0,0.0,0.0,42.899998,33.0,9.0,26.0,33.061253,0.0,0.0,0.0,0.0,0.0
03-04-2018 05:00,7.75,0.0,0.0,0.0,51.3,31.0,9.0,60.0,30.652895,0.0,0.0,0.0,0.0,0.0
03-04-2018 06:00,7.7,0.0,0.0,0.0,85.5,22.0,63.0,93.0,29.515608,18.0,13.0,53.36604,1.0,0.0
03-04-2018 07:00,8.0,0.1,0.1,0.0,100.0,88.0,54.0,69.0,31.079075,83.0,66.0,88.49074,1.0,854.7221
03-04-2018 08:00,8.45,0.2,0.2,0.0,100.0,100.0,100.0,0.0,27.792374,209.0,124.0,250.3453,1.0,3600.0
03-04-2018 09:00,8.6,0.0,0.0,0.0,38.7,31.0,18.0,0.0,32.096577,60.0,60.0,0.0,1.0,0.0
03-04-2018 10:00,9.0,0.0,0.0,0.0,18.9,17.0,6.0,0.0,33.50128,375.0,145.0,402.59064,1.0,3600.0
03-04-2018 11:00,9.0,0.0,0.0,0.0,6.8999996,7.0,1.0,0.0,32.97097,577.0,145.0,675.12634,1.0,3600.0
03-04-2018 12:00,9.85,0.0,0.0,0.0,7.2,2.0,3.0,12.0,33.89549,642.0,132.0,761.2579,1.0,3600.0
03-04-2018 13:00,10.4,0.0,0.0,0.0,19.5,4.0,1.0,51.0,33.043606,638.0,120.0,785.4936,1.0,3600.0
03-04-2018 14:00,10.4,0.0,0.0,0.0,29.7,3.0,7.0,76.0,32.696644,573.0,124.0,737.08606,1.0,3600.0
03-04-2018 15:00,10.5,0.0,0.0,0.0,47.1,13.0,12.0,94.0,26.7565,439.0,148.0,556.9565,1.0,3600.0
03-04-2018 16:00,10.75,0.0,0.0,0.0,100.0,73.0,61.0,97.0,27.897097,282.0,160.0,300.96307,1.0,3600.0
03-04-2018 17:00,9.7,0.0,0.0,0.0,100.0,25.0,95.0,99.0,31.25372,108.0,101.0,26.335052,1.0,0.0
03-04-2018 18:00,9.1,0.4,0.4,0.0,78.9,0.0,86.0,91.0,29.035288,30.0,30.0,0.0,1.0,0.0
03-04-2018 19:00,8.9,0.5,0.5,0.0,100.0,19.0,90.0,100.0,26.525429,1.0,1.0,0.0,0.0,0.0
03-04-2018 20:00,8.65,0.5,0.5,0.0,100.0,100.0,98.0,100.0,23.540806,0.0,0.0,0.0,0.0,0.0
03-04-2018 21:00,8.0,1.9,1.9,0.0,100.0,100.0,98.0,91.0,22.42427,0.0,0.0,0.0,0.0,0.0
03-04-2018 22:00,7.7,1.5,1.5,0.0,100.0,93.0,87.0,92.0,28.460497,0.0,0.0,0.0,0.0,0.0
03-04-2018 23:00,7.45,1.6,1.6,0.0,100.0,91.0,92.0,87.0,30.10685,0.0,0.0,0.0,0.0,0.0
04-04-2018 00:00,7.65,0.2,0.2,0.0,71.700005,2.0,83.0,67.0,30.192822,0.0,0.0,0.0,0.0,0.0
04-04-2018 01:00,7.35,0.1,0.1,0.0,5.3999996,6.0,0.0,0.0,31.39233,0.0,0.0,0.0,0.0,0.0
04-04-2018 02:00,7.2,0.0,0.0,0.0,34.8,26.0,19.0,0.0,28.277763,0.0,0.0,0.0,0.0,0.0
04-04-2018 03:00,7.1,0.0,0.0,0.0,26.1,15.0,3.0,36.0,27.698954,0.0,0.0,0.0,0.0,0.0
04-04-2018 04:00,7.1,0.0,0.0,0.0,27.9,28.0,0.0,9.0,25.952478,0.0,0.0,0.0,0.0,0.0
04-04-2018 05:00,7.1,0.0,0.0,0.0,16.199999,18.0,0.0,0.0,23.795427,0.0,0.0,0.0,0.0,0.0
04-04-2018 06:00,6.95,0.0,0.0,0.0,1.2,1.0,0.0,1.0,21.077686,22.0,14.0,82.68662,1.0,209.7809
04-04-2018 07:00,7.1,0.0,0.0,0.0,30.6,2.0,0.0,96.0,21.188072,142.0,57.0,428.9539,1.0,3600.0
04-04-2018 08:00,7.75,0.0,0.0,0.0,36.300003,13.0,4.0,74.0,20.478907,266.0,118.0,428.4724,1.0,3600.0
04-04-2018 09:00,8.4,0.0,0.0,0.0,5.1000004,0.0,0.0,17.0,22.007162,368.0,152.0,455.1746,1.0,3600.0
04-04-2018 10:00,9.0,0.0,0.0,0.0,5.1000004,0.0,7.0,3.0,19.917469,552.0,108.0,769.8195,1.0,3600.0
04-04-2018 11:00,9.35,0.0,0.0,0.0,31.800001,1.0,7.0,89.0,16.854767,626.0,126.0,775.06354,1.0,3600.0
04-04-2018 12:00,9.8,0.0,0.0,0.0,89.1,53.0,20.0,98.0,20.240196,643.0,136.0,751.1673,1.0,3600.0
04-04-2018 13:00,9.8,0.5,0.5,0.0,100.0,94.0,53.0,100.0,25.12016,506.0,263.0,365.81818,1.0,3600.0
04-04-2018 14:00,9.55,0.0,0.0,0.0,70.8,28.0,26.0,100.0,23.34455,241.0,198.0,70.05543,1.0,301.6628
04-04-2018 15:00,9.25,0.0,0.0,0.0,98.1,13.0,98.0,92.0,19.995398,278.0,204.0,140.41391,1.0,2412.4172
04-04-2018 16:00,9.1,0.0,0.0,0.0,54.9,9.0,45.0,66.0,20.00512,194.0,149.0,109.79936,1.0,1493.9808
04-04-2018 17:00,8.4,0.1,0.1,0.0,56.100002,0.0,67.0,53.0,26.486313,90.0,73.0,62.897583,1.0,86.92749
04-04-2018 18:00,7.75,0.2,0.2,0.0,38.7,1.0,35.0,56.0,21.461555,45.0,34.0,81.93884,1.0,519.967
04-04-2018 19:00,7.65,0.0,0.0,0.0,21.0,10.0,9.0,22.0,22.148045,2.0,2.0,0.0,0.0,0.0
04-04-2018 20:00,7.85,0.0,0.0,0.0,51.9,16.0,24.0,77.0,24.490587,0.0,0.0,0.0,0.0,0.0
04-04-2018 21:00,8.15,0.0,0.0,0.0,69.0,5.0,62.0,91.0,27.804028,0.0,0.0,0.0,0.0,0.0
04-04-2018 22:00,8.1,0.0,0.0,0.0,54.0,34.0,35.0,8.0,27.402597,0.0,0.0,0.0,0.0,0.0
04-04-2018 23:00,7.8,0.1,0.1,0.0,52.8,40.0,26.0,4.0,29.601109,0.0,0.0,0.0,0.0,0.0
05-04-2018 00:00,8.15,0.2,0.2,0.0,59.1,44.0,32.0,1.0,36.785236,0.0,0.0,0.0,0.0,0.0
05-04-2018 01:00,7.7,0.2,0.2,0.0,100.0,100.0,35.0,0.0,37.212578,0.0,0.0,0.0,0.0,0.0
05-04-2018 02:00,7.55,0.1,0.1,0.0,100.0,100.0,49.0,0.0,35.031162,0.0,0.0,0.0,0.0,0.0
05-04-2018 03:00,7.35,0.0,0.0,0.0,100.0,93.0,29.0,0.0,36.910095,0.0,0.0,0.0,0.0,0.0
05-04-2018 04:00,6.25,0.0,0.0,0.0,100.0,100.0,42.0,0.0,39.86096,0.0,0.0,0.0,0.0,0.0
05-04-2018 05:00,5.85,0.0,0.0,0.0,42.899998,47.0,1.0,0.0,35.10323,0.0,0.0,0.0,0.0,0.0
05-04-2018 06:00,5.85,0.0,0.0,0.0,99.6,100.0,16.0,0.0,35.554443,17.0,14.0,30.062979,1.0,0.0
05-04-2018 07:00,5.35,0.1,0.1,0.0,100.0,100.0,67.0,0.0,37.30302,54.0,52.0,9.796107,1.0,0.0
05-04-2018 08:00,4.9,0.0,0.0,0.0,100.0,100.0,65.0,0.0,45.578045,52.0,52.0,0.0,1.0,0.0
05-04-2018 09:00,5.05,0.1,0.1,0.0,100.0,100.0,100.0,0.0,49.78554,118.0,112.0,12.495456,1.0,0.0
05-04-2018 10:00,5.75,0.1,0.1,0.0,100.0,100.0,96.0,0.0,45.94057,113.0,113.0,0.0,1.0,0.0
05-04-2018 11:00,5.65,0.0,0.0,0.0,55.799995,58.0,6.0,0.0,47.867817,238.0,196.0,64.58741,1.0,137.6223
05-04-2018 12:00,6.1,0.0,0.0,0.0,52.199997,58.0,0.0,0.0,45.958904,467.0,246.0,325.0475,1.0,3600.0
05-04-2018 13:00,6.1,0.0,0.0,0.0,21.599998,24.0,0.0,0.0,42.846046,552.0,213.0,506.71188,1.0,3600.0
05-04-2018 14:00,5.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.949562,553.0,159.0,637.13135,1.0,3600.0
05-04-2018 15:00,5.9,0.0,0.0,0.0,2.6999998,3.0,0.0,0.0,32.06426,513.0,112.0,754.46594,1.0,3600.0
05-04-2018 16:00,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.301876,385.0,87.0,719.3278,1.0,3600.0
05-04-2018 17:00,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.210379,229.0,68.0,586.0364,1.0,3600.0
05-04-2018 18:00,5.4,0.0,0.0,0.0,3.3000002,0.0,0.0,11.0,22.91026,80.0,37.0,315.05487,1.0,2948.8215
05-04-2018 19:00,5.25,0.0,0.0,0.0,3.9,0.0,0.0,13.0,19.110542,3.0,3.0,0.0,0.0,0.0
05-04-2018 20:00,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.92383,0.0,0.0,0.0,0.0,0.0
05-04-2018 21:00,5.1,0.0,0.0,0.0,13.200001,0.0,0.0,44.0,16.92383,0.0,0.0,0.0,0.0,0.0
05-04-2018 22:00,5.05,0.0,0.0,0.0,28.2,0.0,0.0,94.0,18.075441,0.0,0.0,0.0,0.0,0.0
05-04-2018 23:00,5.05,0.0,0.0,0.0,29.7,0.0,0.0,99.0,18.35647,0.0,0.0,0.0,0.0,0.0
06-04-2018 00:00,5.15,0.0,0.0,0.0,29.400002,0.0,0.0,98.0,15.94601,0.0,0.0,0.0,0.0,0.0
06-04-2018 01:00,5.05,0.0,0.0,0.0,42.6,0.0,41.0,60.0,15.596767,0.0,0.0,0.0,0.0,0.0
06-04-2018 02:00,4.65,0.0,0.0,0.0,2.7,0.0,0.0,9.0,15.5843,0.0,0.0,0.0,0.0,0.0
06-04-2018 03:00,4.0,0.0,0.0,0.0,8.400001,0.0,0.0,28.0,14.764389,0.0,0.0,0.0,0.0,0.0
06-04-2018 04:00,3.65,0.0,0.0,0.0,20.7,0.0,0.0,69.0,15.463244,0.0,0.0,0.0,0.0,0.0
06-04-2018 05:00,3.7,0.0,0.0,0.0,2.1000001,0.0,0.0,7.0,18.837322,0.0,0.0,0.0,0.0,0.0
06-04-2018 06:00,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.539564,32.0,17.0,145.90237,1.0,995.4344
06-04-2018 07:00,4.7,0.0,0.0,0.0,7.2000003,0.0,0.0,24.0,22.127556,160.0,57.0,490.1902,1.0,3600.0
06-04-2018 08:00,5.5,0.0,0.0,0.0,3.0,0.0,0.0,10.0,22.768396,314.0,81.0,652.5983,1.0,3600.0
06-04-2018 09:00,6.15,0.0,0.0,0.0,7.8,0.0,0.0,26.0,25.476198,462.0,94.0,757.5918,1.0,3600.0
06-04-2018 10:00,6.7,0.0,0.0,0.0,16.5,0.0,0.0,55.0,30.0767,581.0,105.0,810.1982,1.0,3600.0
06-04-2018 11:00,7.45,0.0,0.0,0.0,27.900002,0.0,0.0,93.0,29.793125,663.0,110.0,843.7653,1.0,3600.0
06-04-2018 12:00,7.95,0.0,0.0,0.0,15.000001,0.0,0.0,50.0,31.056128,693.0,124.0,830.9068,1.0,3600.0
06-04-2018 13:00,8.65,0.0,0.0,0.0,21.6,0.0,0.0,72.0,31.353085,660.0,161.0,740.66473,1.0,3600.0
06-04-2018 14:00,9.25,0.0,0.0,0.0,29.400002,0.0,0.0,98.0,31.76375,611.0,126.0,778.56177,1.0,3600.0
06-04-2018 15:00,9.7,0.0,0.0,0.0,29.400002,0.0,0.0,98.0,32.688713,488.0,148.0,634.39185,1.0,3600.0
06-04-2018 16:00,9.9,0.0,0.0,0.0,29.1,0.0,0.0,97.0,33.342297,301.0,178.0,293.78342,1.0,3600.0
06-04-2018 17:00,9.9,0.0,0.0,0.0,28.800001,0.0,0.0,96.0,34.47928,154.0,116.0,136.13103,1.0,2283.931
06-04-2018 18:00,9.95,0.0,0.0,0.0,27.6,0.0,0.0,92.0,35.893642,72.0,50.0,158.60736,1.0,2508.9373
06-04-2018 19:00,9.85,0.0,0.0,0.0,27.900002,0.0,0.0,93.0,36.93291,3.0,3.0,0.0,0.0,0.0
06-04-2018 20:00,9.6,0.0,0.0,0.0,28.800001,0.0,0.0,96.0,35.647274,0.0,0.0,0.0,0.0,0.0
06-04-2018 21:00,9.3,0.0,0.0,0.0,28.800001,0.0,0.0,96.0,32.949345,0.0,0.0,0.0,0.0,0.0
06-04-2018 22:00,8.95,0.0,0.0,0.0,29.1,0.0,0.0,97.0,31.559086,0.0,0.0,0.0,0.0,0.0
06-04-2018 23:00,8.6,0.0,0.0,0.0,29.400002,0.0,0.0,98.0,30.376833,0.0,0.0,0.0,0.0,0.0
07-04-2018 00:00,8.6,0.0,0.0,0.0,28.800001,0.0,0.0,96.0,28.357855,0.0,0.0,0.0,0.0,0.0
07-04-2018 01:00,8.3,0.0,0.0,0.0,28.2,0.0,0.0,94.0,25.9225,0.0,0.0,0.0,0.0,0.0
07-04-2018 02:00,8.0,0.0,0.0,0.0,28.800001,0.0,0.0,96.0,23.847115,0.0,0.0,0.0,0.0,0.0
07-04-2018 03:00,7.75,0.0,0.0,0.0,28.500002,0.0,0.0,95.0,22.728518,0.0,0.0,0.0,0.0,0.0
07-04-2018 04:00,7.55,0.0,0.0,0.0,29.400002,0.0,0.0,98.0,22.288042,0.0,0.0,0.0,0.0,0.0
07-04-2018 05:00,7.45,0.0,0.0,0.0,28.800001,0.0,0.0,96.0,22.065973,0.0,0.0,0.0,0.0,0.0
07-04-2018 06:00,7.55,0.0,0.0,0.0,28.500002,0.0,0.0,95.0,23.617756,27.0,21.0,56.710567,1.0,0.0
07-04-2018 07:00,7.8,0.0,0.0,0.0,29.700003,0.0,2.0,95.0,22.89611,126.0,84.0,194.4176,1.0,3600.0
07-04-2018 08:00,8.3,0.0,0.0,0.0,26.1,0.0,0.0,87.0,23.904108,302.0,94.0,573.3807,1.0,3600.0
07-04-2018 09:00,9.05,0.0,0.0,0.0,26.7,0.0,0.0,89.0,23.565569,453.0,99.0,720.5909,1.0,3600.0
07-04-2018 10:00,9.9,0.0,0.0,0.0,27.6,0.0,0.0,92.0,23.042812,566.0,114.0,762.4911,1.0,3600.0
07-04-2018 11:00,10.45,0.0,0.0,0.0,30.000002,0.0,0.0,100.0,19.855558,647.0,119.0,799.4595,1.0,3600.0
07-04-2018 12:00,10.75,0.0,0.0,0.0,28.500002,0.0,0.0,95.0,17.283749,481.0,331.0,217.50923,1.0,3600.0
07-04-2018 13:00,10.7,0.0,0.0,0.0,20.1,0.0,0.0,67.0,15.1884165,556.0,253.0,446.6645,1.0,3600.0
07-04-2018 14:00,11.6,0.0,0.0,0.0,36.0,0.0,21.0,78.0,11.367109,605.0,114.0,782.5473,1.0,3600.0
07-04-2018 15:00,12.7,0.0,0.0,0.0,48.300003,0.0,37.0,87.0,9.885262,481.0,138.0,634.78,1.0,3600.0
07-04-2018 16:00,11.75,0.0,0.0,0.0,25.500002,0.0,0.0,85.0,11.304229,337.0,130.0,489.3196,1.0,3600.0
07-04-2018 17:00,11.35,0.0,0.0,0.0,33.300003,0.0,17.0,77.0,10.44,208.0,86.0,430.2939,1.0,3600.0
07-04-2018 18:00,9.6,0.0,0.0,0.0,41.1,0.0,36.0,65.0,13.004922,71.0,48.0,163.21928,1.0,2715.821
07-04-2018 19:00,9.15,0.0,0.0,0.0,71.700005,0.0,100.0,39.0,9.19939,3.0,3.0,0.0,0.0,0.0
07-04-2018 20:00,9.8,0.0,0.0,0.0,51.900005,3.0,78.0,8.0,7.9526596,0.0,0.0,0.0,0.0,0.0
07-04-2018 21:00,9.7,0.0,0.0,0.0,32.7,0.0,48.0,13.0,8.287822,0.0,0.0,0.0,0.0,0.0
07-04-2018 22:00,8.65,0.0,0.0,0.0,51.300003,7.0,42.0,66.0,10.97262,0.0,0.0,0.0,0.0,0.0
07-04-2018 23:00,7.85,0.0,0.0,0.0,34.2,3.0,22.0,61.0,7.754637,0.0,0.0,0.0,0.0,0.0
08-04-2018 00:00,8.45,0.0,0.0,0.0,32.7,20.0,6.0,37.0,8.473393,0.0,0.0,0.0,0.0,0.0
08-04-2018 01:00,9.2,0.0,0.0,0.0,26.4,11.0,9.0,37.0,5.991594,0.0,0.0,0.0,0.0,0.0
08-04-2018 02:00,8.95,0.0,0.0,0.0,39.600002,13.0,6.0,81.0,6.9527545,0.0,0.0,0.0,0.0,0.0
08-04-2018 03:00,7.85,0.0,0.0,0.0,43.800003,13.0,8.0,91.0,8.759178,0.0,0.0,0.0,0.0,0.0
08-04-2018 04:00,9.1,0.0,0.0,0.0,33.6,7.0,10.0,71.0,1.8,0.0,0.0,0.0,0.0,0.0
08-04-2018 05:00,9.05,0.0,0.0,0.0,46.5,19.0,21.0,56.0,2.968636,0.0,0.0,0.0,1.0,0.0
08-04-2018 06:00,9.1,0.0,0.0,0.0,47.4,24.0,6.0,74.0,2.52,30.0,20.0,91.94228,1.0,444.0267
08-04-2018 07:00,9.7,0.0,0.0,0.0,47.100002,19.0,5.0,90.0,3.0758414,141.0,70.0,319.99625,1.0,3600.0
08-04-2018 08:00,10.6,0.0,0.0,0.0,33.600002,2.0,8.0,90.0,1.4399999,275.0,115.0,434.2829,1.0,3600.0
08-04-2018 09:00,11.65,0.0,0.0,0.0,52.800003,22.0,14.0,82.0,3.6,410.0,136.0,551.6291,1.0,3600.0
08-04-2018 10:00,9.85,0.0,0.0,0.0,84.0,41.0,35.0,87.0,7.69592,512.0,175.0,563.53687,1.0,3600.0
08-04-2018 11:00,9.2,0.0,0.0,0.0,58.800003,27.0,22.0,71.0,9.931042,598.0,180.0,628.16565,1.0,3600.0
08-04-2018 12:00,8.25,0.0,0.0,0.0,68.7,0.0,70.0,89.0,13.039754,602.0,187.0,597.64404,1.0,3600.0
08-04-2018 13:00,8.3,0.0,0.0,0.0,75.0,0.0,76.0,98.0,15.546833,549.0,263.0,418.7755,1.0,3600.0
08-04-2018 14:00,8.25,0.0,0.0,0.0,29.700003,0.0,2.0,95.0,14.869351,537.0,195.0,541.2438,1.0,3600.0
08-04-2018 15:00,7.95,0.0,0.0,0.0,20.1,0.0,0.0,67.0,16.203999,375.0,218.0,288.2345,1.0,3600.0
08-04-2018 16:00,7.7,0.0,0.0,0.0,29.400002,0.0,15.0,68.0,16.179985,326.0,125.0,470.33295,1.0,3600.0
08-04-2018 17:00,7.5,0.0,0.0,0.0,21.900002,0.0,7.0,59.0,14.84318,214.0,80.0,465.47427,1.0,3600.0
08-04-2018 18:00,7.4,0.0,0.0,0.0,22.2,0.0,22.0,30.0,16.746773,81.0,43.0,265.53696,1.0,3261.0845
08-04-2018 19:00,7.25,0.0,0.0,0.0,3.6000001,0.0,6.0,0.0,17.287498,4.0,3.0,15.284014,0.0,0.0
08-04-2018 20:00,7.05,0.0,0.0,0.0,12.9,1.0,20.0,0.0,15.2947035,0.0,0.0,0.0,0.0,0.0
08-04-2018 21:00,6.9,0.0,0.0,0.0,24.3,7.0,30.0,0.0,13.32,0.0,0.0,0.0,0.0,0.0
08-04-2018 22:00,6.8,0.0,0.0,0.0,30.3,9.0,37.0,0.0,12.72283,0.0,0.0,0.0,0.0,0.0
08-04-2018 23:00,6.75,0.0,0.0,0.0,12.9,1.0,20.0,0.0,12.24,0.0,0.0,0.0,0.0,0.0
09-04-2018 00:00,6.75,0.0,0.0,0.0,44.7,0.0,67.0,15.0,14.764389,0.0,0.0,0.0,0.0,0.0
09-04-2018 01:00,6.6,0.0,0.0,0.0,59.4,0.0,99.0,0.0,17.654688,0.0,0.0,0.0,0.0,0.0
09-04-2018 02:00,6.4,0.1,0.1,0.0,69.0,0.0,80.0,70.0,20.721119,0.0,0.0,0.0,0.0,0.0
09-04-2018 03:00,6.35,0.0,0.0,0.0,77.700005,0.0,86.0,87.0,20.532627,0.0,0.0,0.0,0.0,0.0
09-04-2018 04:00,6.45,0.0,0.0,0.0,80.4,0.0,97.0,74.0,20.780453,0.0,0.0,0.0,0.0,0.0
09-04-2018 05:00,6.55,0.1,0.1,0.0,76.5,0.0,92.0,71.0,21.194187,0.0,0.0,0.0,1.0,0.0
09-04-2018 06:00,6.6,0.5,0.5,0.0,66.9,0.0,95.0,33.0,20.592503,11.0,10.0,8.952894,1.0,0.0
09-04-2018 07:00,6.75,0.4,0.4,0.0,65.700005,0.0,93.0,33.0,20.421871,64.0,57.0,30.747522,1.0,0.0
